0.00000000  0.00000000
0.01000000  0.06279052
0.02000000  0.12533323
0.03000000  0.18738131
0.04000000  0.24868989
0.05000000  0.30901699
0.06000000  0.36812455
0.07000000  0.42577929
0.08000000  0.48175367
0.09000000  0.53582679
0.10000000  0.58778525
0.11000000  0.63742399
0.12000000  0.68454711
0.13000000  0.72896863
0.14000000  0.77051324
0.15000000  0.80901699
0.16000000  0.84432793
0.17000000  0.87630668
0.18000000  0.90482705
0.19000000  0.92977649
0.20000000  0.95105652
0.21000000  0.96858316
0.22000000  0.98228725
0.23000000  0.99211470
0.24000000  0.99802673
0.25000000  1.00000000
0.26000000  0.99802673
0.27000000  0.99211470
0.28000000  0.98228725
0.29000000  0.96858316
0.30000000  0.95105652
0.31000000  0.92977649
0.32000000  0.90482705
0.33000000  0.87630668
0.34000000  0.84432793
0.35000000  0.80901699
0.36000000  0.77051324
0.37000000  0.72896863
0.38000000  0.68454711
0.39000000  0.63742399
0.40000000  0.58778525
0.41000000  0.53582679
0.42000000  0.48175367
0.43000000  0.42577929
0.44000000  0.36812455
0.45000000  0.30901699
0.46000000  0.24868989
0.47000000  0.18738131
0.48000000  0.12533323
0.49000000  0.06279052
0.50000000  0.00000000
0.51000000  -0.06279052
0.52000000  -0.12533323
0.53000000  -0.18738131
0.54000000  -0.24868989
0.55000000  -0.30901699
0.56000000  -0.36812455
0.57000000  -0.42577929
0.58000000  -0.48175367
0.59000000  -0.53582679
0.60000000  -0.58778525
0.61000000  -0.63742399
0.62000000  -0.68454711
0.63000000  -0.72896863
0.64000000  -0.77051324
0.65000000  -0.80901699
0.66000000  -0.84432793
0.67000000  -0.87630668
0.68000000  -0.90482705
0.69000000  -0.92977649
0.70000000  -0.95105652
0.71000000  -0.96858316
0.72000000  -0.98228725
0.73000000  -0.99211470
0.74000000  -0.99802673
0.75000000  -1.00000000
0.76000000  -0.99802673
0.77000000  -0.99211470
0.78000000  -0.98228725
0.79000000  -0.96858316
0.80000000  -0.95105652
0.81000000  -0.92977649
0.82000000  -0.90482705
0.83000000  -0.87630668
0.84000000  -0.84432793
0.85000000  -0.80901699
0.86000000  -0.77051324
0.87000000  -0.72896863
0.88000000  -0.68454711
0.89000000  -0.63742399
0.90000000  -0.58778525
0.91000000  -0.53582679
0.92000000  -0.48175367
0.93000000  -0.42577929
0.94000000  -0.36812455
0.95000000  -0.30901699
0.96000000  -0.24868989
0.97000000  -0.18738131
0.98000000  -0.12533323
0.99000000  -0.06279052
1.00000000  -0.00000000
