# x, y
-1.714985851425088415e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.680686134396586651e+00 6.279052000000000244e-02 0.000000000000000000e+00
-1.646386417368084665e+00 1.253332299999999899e-01 0.000000000000000000e+00
-1.612086700339583123e+00 1.873813099999999954e-01 0.000000000000000000e+00
-1.577786983311081359e+00 2.486898899999999968e-01 0.000000000000000000e+00
-1.543487266282579595e+00 3.090169899999999914e-01 0.000000000000000000e+00
-1.509187549254077831e+00 3.681245499999999948e-01 0.000000000000000000e+00
-1.474887832225575846e+00 4.257792899999999769e-01 0.000000000000000000e+00
-1.440588115197074082e+00 4.817536700000000227e-01 0.000000000000000000e+00
-1.406288398168572318e+00 5.358267899999999972e-01 0.000000000000000000e+00
-1.371988681140070554e+00 5.877852500000000369e-01 0.000000000000000000e+00
-1.337688964111569012e+00 6.374239900000000514e-01 0.000000000000000000e+00
-1.303389247083067026e+00 6.845471100000000142e-01 0.000000000000000000e+00
-1.269089530054565262e+00 7.289686300000000063e-01 0.000000000000000000e+00
-1.234789813026063499e+00 7.705132399999999882e-01 0.000000000000000000e+00
-1.200490095997561957e+00 8.090169900000000469e-01 0.000000000000000000e+00
-1.166190378969060193e+00 8.443279299999999488e-01 0.000000000000000000e+00
-1.131890661940558207e+00 8.763066800000000045e-01 0.000000000000000000e+00
-1.097590944912056443e+00 9.048270499999999661e-01 0.000000000000000000e+00
-1.063291227883554679e+00 9.297764899999999555e-01 0.000000000000000000e+00
-1.028991510855052915e+00 9.510565199999999608e-01 0.000000000000000000e+00
-9.946917938265511516e-01 9.685831599999999986e-01 0.000000000000000000e+00
-9.603920767980492768e-01 9.822872499999999452e-01 0.000000000000000000e+00
-9.260923597695475129e-01 9.921147000000000160e-01 0.000000000000000000e+00
-8.917926427410458601e-01 9.980267299999999731e-01 0.000000000000000000e+00
-8.574929257125440962e-01 1.000000000000000000e+00 0.000000000000000000e+00
-8.231932086840423324e-01 9.980267299999999731e-01 0.000000000000000000e+00
-7.888934916555404575e-01 9.921147000000000160e-01 0.000000000000000000e+00
-7.545937746270386937e-01 9.822872499999999452e-01 0.000000000000000000e+00
-7.202940575985370408e-01 9.685831599999999986e-01 0.000000000000000000e+00
-6.859943405700352770e-01 9.510565199999999608e-01 0.000000000000000000e+00
-6.516946235415335131e-01 9.297764899999999555e-01 0.000000000000000000e+00
-6.173949065130316383e-01 9.048270499999999661e-01 0.000000000000000000e+00
-5.830951894845298744e-01 8.763066800000000045e-01 0.000000000000000000e+00
-5.487954724560281106e-01 8.443279299999999488e-01 0.000000000000000000e+00
-5.144957554275264577e-01 8.090169900000000469e-01 0.000000000000000000e+00
-4.801960383990246384e-01 7.705132399999999882e-01 0.000000000000000000e+00
-4.458963213705228745e-01 7.289686300000000063e-01 0.000000000000000000e+00
-4.115966043420210552e-01 6.845471100000000142e-01 0.000000000000000000e+00
