# x, y
-1.698415552953740582e+00 -8.486394882202148438e+00 0.000000000000000000e+00
-1.630478932334243014e+00 -8.775485992431640625e+00 0.000000000000000000e+00
-1.562542311714745447e+00 -9.027809143066406250e+00 0.000000000000000000e+00
-1.494605691095248101e+00 -9.214464187622070312e+00 0.000000000000000000e+00
-1.426669070475750534e+00 -9.317157745361328125e+00 0.000000000000000000e+00
-1.358732437202071042e+00 -9.328289031982421875e+00 0.000000000000000000e+00
-1.290795829236755621e+00 -9.250032424926757812e+00 0.000000000000000000e+00
-1.222859195963076129e+00 -9.092645645141601562e+00 0.000000000000000000e+00
-1.154922587997760708e+00 -8.872190475463867188e+00 0.000000000000000000e+00
-1.086985929415717367e+00 -8.607957839965820312e+00 0.000000000000000000e+00
-1.019049321450401724e+00 -8.319863319396972656e+00 0.000000000000000000e+00
-9.511127134850861919e-01 -8.026082038879394531e+00 0.000000000000000000e+00
-8.831761055197707710e-01 -7.741135597229003906e+00 0.000000000000000000e+00
-8.152394975544552391e-01 -7.474607467651367188e+00 0.000000000000000000e+00
-7.473028389724117870e-01 -7.230576515197753906e+00 0.000000000000000000e+00
-6.793661803903684460e-01 -7.007788181304931641e+00 0.000000000000000000e+00
-6.114296230417808342e-01 -6.800509929656982422e+00 0.000000000000000000e+00
-5.434929644597373821e-01 -6.599936008453369141e+00 0.000000000000000000e+00
-4.755563058776940411e-01 -6.395973205566406250e+00 0.000000000000000000e+00
-4.076197485291064293e-01 -6.179177284240722656e+00 0.000000000000000000e+00
-3.396830899470630327e-01 -5.942611217498779297e+00 0.000000000000000000e+00
-2.717465325984753655e-01 -5.683403015136718750e+00 0.000000000000000000e+00
-2.038098740164319966e-01 -5.403798580169677734e+00 0.000000000000000000e+00
-1.358732154343886278e-01 -5.111572265625000000e+00 0.000000000000000000e+00
-6.793665808580098830e-02 -4.819710254669189453e+00 0.000000000000000000e+00
4.962424005411790638e-10 -4.545351505279541016e+00 0.000000000000000000e+00
6.793655784483003390e-02 -4.308077335357666016e+00 0.000000000000000000e+00
1.358733176603291737e-01 -4.127668857574462891e+00 0.000000000000000000e+00
2.038098750089168132e-01 -4.021558761596679688e+00 0.000000000000000000e+00
2.717464323575044527e-01 -4.002211093902587891e+00 0.000000000000000000e+00
3.396831921730035786e-01 -4.074718952178955078e+00 0.000000000000000000e+00
4.076197495215911903e-01 -4.234882354736328125e+00 0.000000000000000000e+00
4.755563068701788576e-01 -4.468015670776367188e+00 0.000000000000000000e+00
5.434930666856779835e-01 -4.748682498931884766e+00 0.000000000000000000e+00
6.114296240342655953e-01 -5.041474342346191406e+00 0.000000000000000000e+00
6.793661813828532070e-01 -5.302876472473144531e+00 0.000000000000000000e+00
7.473029411983523884e-01 -5.484152317047119141e+00 0.000000000000000000e+00
8.152394985469400002e-01 -5.535083770751953125e+00 0.000000000000000000e+00
8.831760558955276119e-01 -5.408333301544189453e+00 0.000000000000000000e+00
9.511126132441153347e-01 -5.064080715179443359e+00 0.000000000000000000e+00
1.019049373059614405e+00 -4.474564552307128906e+00 0.000000000000000000e+00
1.086985930408202128e+00 -3.628141880035400391e+00 0.000000000000000000e+00
1.154922487756789629e+00 -2.532432556152343750e+00 0.000000000000000000e+00
1.222859247572288810e+00 -1.216234445571899414e+00 0.000000000000000000e+00
1.290795804920876533e+00 2.700948715209960938e-01 0.000000000000000000e+00
1.358732362269464033e+00 1.855970382690429688e+00 0.000000000000000000e+00
1.426669122084963215e+00 3.453680992126464844e+00 0.000000000000000000e+00
1.494605679433550938e+00 4.963146209716796875e+00 0.000000000000000000e+00
1.562542236782138438e+00 6.278208732604980469e+00 0.000000000000000000e+00
1.630478996597637620e+00 7.293983459472656250e+00 0.000000000000000000e+00
1.698415553946225343e+00 7.914865493774414062e+00 0.000000000000000000e+00
-1.698415552953740582e+00 0.000000000000000000e+00 3.027209997177124023e+00
-8.492077762287489895e-01 0.000000000000000000e+00 -2.103677392005920410e-01
4.962424005411790638e-10 0.000000000000000000e+00 9.092974066734313965e-01
8.492077772212338616e-01 0.000000000000000000e+00 -5.993276596069335938e+00
1.698415553946225343e+00 0.000000000000000000e+00 1.582973194122314453e+01
