# x, y
0.00000000  0.00000000
0.00333333  0.02094242
0.00666667  0.04187565
0.01000000  0.06279052
0.01333333  0.08367784
0.01666667  0.10452846
0.02000000  0.12533323
0.02333333  0.14608303
0.02666667  0.16676875
0.03000000  0.18738131
0.03333333  0.20791169
0.03666667  0.22835087
0.04000000  0.24868989
0.04333333  0.26891982
0.04666667  0.28903180
0.05000000  0.30901699
0.05333333  0.32886665
0.05666667  0.34857205
0.06000000  0.36812455
0.06333333  0.38751559
0.06666667  0.40673664
0.07000000  0.42577929
0.07333333  0.44463518
0.07666667  0.46329604
0.08000000  0.48175367
0.08333333  0.50000000
0.08666667  0.51802701
0.09000000  0.53582679
0.09333333  0.55339155
0.09666667  0.57071357
0.10000000  0.58778525
0.10333333  0.60459911
0.10666667  0.62114778
0.11000000  0.63742399
0.11333333  0.65342060
0.11666667  0.66913061
0.12000000  0.68454711
0.12333333  0.69966334
0.12666667  0.71447268
0.13000000  0.72896863
0.13333333  0.74314483
0.13666667  0.75699506
0.14000000  0.77051324
0.14333333  0.78369346
0.14666667  0.79652992
0.15000000  0.80901699
0.15333333  0.82114921
0.15666667  0.83292124
0.16000000  0.84432793
0.16333333  0.85536426
0.16666667  0.86602540
0.17000000  0.87630668
0.17333333  0.88620358
0.17666667  0.89571176
0.18000000  0.90482705
0.18333333  0.91354546
0.18666667  0.92186315
0.19000000  0.92977649
0.19333333  0.93728199
0.19666667  0.94437637
0.20000000  0.95105652
0.20333333  0.95731950
0.20666667  0.96316257
0.21000000  0.96858316
0.21333333  0.97357890
0.21666667  0.97814760
0.22000000  0.98228725
0.22333333  0.98599604
0.22666667  0.98927233
0.23000000  0.99211470
0.23333333  0.99452190
0.23666667  0.99649286
0.24000000  0.99802673
0.24333333  0.99912283
0.24666667  0.99978068
0.25000000  1.00000000
0.25333333  0.99978068
0.25666667  0.99912283
0.26000000  0.99802673
0.26333333  0.99649286
0.26666667  0.99452190
0.27000000  0.99211470
0.27333333  0.98927233
0.27666667  0.98599604
0.28000000  0.98228725
0.28333333  0.97814760
0.28666667  0.97357890
0.29000000  0.96858316
0.29333333  0.96316257
0.29666667  0.95731950
0.30000000  0.95105652
0.30333333  0.94437637
0.30666667  0.93728199
0.31000000  0.92977649
0.31333333  0.92186315
0.31666667  0.91354546
0.32000000  0.90482705
0.32333333  0.89571176
0.32666667  0.88620358
0.33000000  0.87630668
0.33333333  0.86602540
0.33666667  0.85536426
0.34000000  0.84432793
0.34333333  0.83292124
0.34666667  0.82114921
0.35000000  0.80901699
0.35333333  0.79652992
0.35666667  0.78369346
0.36000000  0.77051324
0.36333333  0.75699506
0.36666667  0.74314483
0.37000000  0.72896863
0.37333333  0.71447268
0.37666667  0.69966334
0.38000000  0.68454711
0.38333333  0.66913061
0.38666667  0.65342060
0.39000000  0.63742399
0.39333333  0.62114778
0.39666667  0.60459911
0.40000000  0.58778525
0.40333333  0.57071357
0.40666667  0.55339155
0.41000000  0.53582679
0.41333333  0.51802701
0.41666667  0.50000000
0.42000000  0.48175367
0.42333333  0.46329604
0.42666667  0.44463518
0.43000000  0.42577929
0.43333333  0.40673664
0.43666667  0.38751559
0.44000000  0.36812455
0.44333333  0.34857205
0.44666667  0.32886665
0.45000000  0.30901699
0.45333333  0.28903180
0.45666667  0.26891982
0.46000000  0.24868989
0.46333333  0.22835087
0.46666667  0.20791169
0.47000000  0.18738131
0.47333333  0.16676875
0.47666667  0.14608303
0.48000000  0.12533323
0.48333333  0.10452846
0.48666667  0.08367784
0.49000000  0.06279052
0.49333333  0.04187565
0.49666667  0.02094242
0.50000000  0.00000000
0.50333333  -0.02094242
0.50666667  -0.04187565
0.51000000  -0.06279052
0.51333333  -0.08367784
0.51666667  -0.10452846
0.52000000  -0.12533323
0.52333333  -0.14608303
0.52666667  -0.16676875
0.53000000  -0.18738131
0.53333333  -0.20791169
0.53666667  -0.22835087
0.54000000  -0.24868989
0.54333333  -0.26891982
0.54666667  -0.28903180
0.55000000  -0.30901699
0.55333333  -0.32886665
0.55666667  -0.34857205
0.56000000  -0.36812455
0.56333333  -0.38751559
0.56666667  -0.40673664
0.57000000  -0.42577929
0.57333333  -0.44463518
0.57666667  -0.46329604
0.58000000  -0.48175367
0.58333333  -0.50000000
0.58666667  -0.51802701
0.59000000  -0.53582679
0.59333333  -0.55339155
0.59666667  -0.57071357
0.60000000  -0.58778525
0.60333333  -0.60459911
0.60666667  -0.62114778
0.61000000  -0.63742399
0.61333333  -0.65342060
0.61666667  -0.66913061
0.62000000  -0.68454711
0.62333333  -0.69966334
0.62666667  -0.71447268
0.63000000  -0.72896863
0.63333333  -0.74314483
0.63666667  -0.75699506
0.64000000  -0.77051324
0.64333333  -0.78369346
0.64666667  -0.79652992
0.65000000  -0.80901699
0.65333333  -0.82114921
0.65666667  -0.83292124
0.66000000  -0.84432793
0.66333333  -0.85536426
0.66666667  -0.86602540
0.67000000  -0.87630668
0.67333333  -0.88620358
0.67666667  -0.89571176
0.68000000  -0.90482705
0.68333333  -0.91354546
0.68666667  -0.92186315
0.69000000  -0.92977649
0.69333333  -0.93728199
0.69666667  -0.94437637
0.70000000  -0.95105652
0.70333333  -0.95731950
0.70666667  -0.96316257
0.71000000  -0.96858316
0.71333333  -0.97357890
0.71666667  -0.97814760
